OBJECTID,ZONE_CMPLT,ZONE_CLASS,ZONE_SMRY,SHAPE_Length,SHAPE_Area
37158,R3-1,R3,RESIDENTIAL,0.0053443518524855,1.18619806103292e-06
37159,R3-1,R3,RESIDENTIAL,0.00334135215677435,4.57644913767682e-07
37160,R3-1,R3,RESIDENTIAL,0.00447530595927097,7.31495436812216e-07
37161,[Q]R3-1,R3,RESIDENTIAL,0.00247799053239364,2.88416407398328e-07
37162,[Q]R3-1,R3,RESIDENTIAL,0.00270687351096906,4.06079946800196e-07
37163,[Q]R3-1,R3,RESIDENTIAL,0.0019892231542736,2.32649592058511e-07
37164,[Q]R3-1,R3,RESIDENTIAL,0.00707455977943271,1.89692600684054e-06
37165,R3-1,R3,RESIDENTIAL,0.00261772983298593,3.52584407911495e-07
37166,[Q]R3-1,R3,RESIDENTIAL,0.00347993090660652,4.86535178507524e-07
37167,R3-1,R3,RESIDENTIAL,0.00406862361219128,6.28829848297512e-07
37168,R3-1,R3,RESIDENTIAL,0.00273312662900482,3.92103454383475e-07
37169,[Q]R3-1,R3,RESIDENTIAL,0.00237191509226136,3.04129906156813e-07
37170,[Q]R3-1,R3,RESIDENTIAL,0.00462333826611378,1.26335715002133e-06
37171,[Q]R3-1,R3,RESIDENTIAL,0.00129409308820246,9.40776547714218e-08
37172,[Q]R3-1,R3,RESIDENTIAL,0.00316758018645691,3.72630846078908e-07
37173,R3-1,R3,RESIDENTIAL,0.00423146423374699,6.83911478913172e-07
37174,[Q]R3-1,R3,RESIDENTIAL,0.00361884134747234,5.9548198400524e-07
37175,[Q]R3-1,R3,RESIDENTIAL,0.00335563622739396,4.47843550890169e-07
37176,[Q]R3-1,R3,RESIDENTIAL,0.0046514317690285,1.30311126268167e-06
37177,[Q]R3-1,R3,RESIDENTIAL,0.00208763423286285,2.52203989571763e-07
37178,[Q]R3-1,R3,RESIDENTIAL,0.00399197012687736,5.99061722729371e-07
37179,R3-1,R3,RESIDENTIAL,0.00419755055075362,6.81178982969345e-07
37180,[Q]R3-1,R3,RESIDENTIAL,0.00366956414472365,6.02058935654838e-07
37181,R3-1,R3,RESIDENTIAL,0.00300228547552206,4.67191914753426e-07
37182,[Q]R3-1,R3,RESIDENTIAL,0.0038240654160196,6.3634297595431e-07
37183,[Q]R3-1,R3,RESIDENTIAL,0.0015111425136649,1.33824052644028e-07
37184,[Q]R3-1,R3,RESIDENTIAL,0.00434077336163054,7.75999361834096e-07
37185,R3-1-CPIO,R3,RESIDENTIAL,0.00240245730815877,2.72357757804276e-07
37186,R3-1-CPIO,R3,RESIDENTIAL,0.00240436367809345,2.7350926168581e-07
37187,[Q]R3-1,R3,RESIDENTIAL,0.00258075125844485,3.51190227916299e-07
37188,[Q]R3-1,R3,RESIDENTIAL,0.00354212020490994,5.69701189823887e-07
37189,[Q]R3-1,R3,RESIDENTIAL,0.00154500282597667,1.41353936517569e-07
37190,R3-1-CPIO,R3,RESIDENTIAL,0.00490960086264934,1.50392259641276e-06
37191,R3-1-CPIO,R3,RESIDENTIAL,0.00373440381711283,7.52968575056974e-07
37192,[Q]R3-1,R3,RESIDENTIAL,0.00428518780106699,7.40011645022265e-07
37193,[Q]R3-1,R3,RESIDENTIAL,0.00349213219666874,5.66405253085012e-07
37194,R3-1,R3,RESIDENTIAL,0.00178526381855332,1.96026205933888e-07
37195,[Q]R3-1,R3,RESIDENTIAL,0.00431746486990366,7.42319477430497e-07
37196,[Q]R3-1,R3,RESIDENTIAL,0.00319703471159232,4.79027309754141e-07
37197,[Q]R3-1,R3,RESIDENTIAL,0.0032198805252067,5.01316376342253e-07
37198,[Q]R3-1,R3,RESIDENTIAL,0.00305462778614786,4.80606385398374e-07
37199,[Q]R3-1,R3,RESIDENTIAL,0.00301255415355831,4.26754746309119e-07
37200,[Q]R3-1,R3,RESIDENTIAL,0.00318938274392929,4.91503611646575e-07
37201,[Q]R3-1,R3,RESIDENTIAL,0.00478045110552697,8.7212379926612e-07
37202,[Q]R3-1,R3,RESIDENTIAL,0.00362568668384852,5.27815525035711e-07
37203,[Q]R3-1,R3,RESIDENTIAL,0.00458033075078191,1.26327350416571e-06
37204,[Q]R3-1,R3,RESIDENTIAL,0.0029084478847589,4.38839238373019e-07
37205,R3-1-CPIO,R3,RESIDENTIAL,0.00228565345241745,2.58885029937484e-07
37206,R3-1-CPIO,R3,RESIDENTIAL,0.00228032843914686,2.55619280989714e-07
37207,[Q]R3-1,R3,RESIDENTIAL,0.00508610167406494,1.39085609348262e-06
37208,[Q]R3-1,R3,RESIDENTIAL,0.00224502324363419,2.90951038420438e-07
37209,[Q]R3-1,R3,RESIDENTIAL,0.0043097187371001,7.35684558003893e-07
37210,R3-1,R3,RESIDENTIAL,0.00389429078308617,6.2459230137973e-07
37211,[Q]R3-1,R3,RESIDENTIAL,0.00604283911799535,1.23546246826688e-06
37212,[Q]R3-1,R3,RESIDENTIAL,0.00295356796347396,4.42182449726588e-07
37213,[Q]R3-1,R3,RESIDENTIAL,0.00429912341115672,7.21465260593613e-07
37214,[Q]R3-1,R3,RESIDENTIAL,0.002841812435042,4.66120498365283e-07
37215,[Q]R3-1,R3,RESIDENTIAL,0.00427428567280627,7.30259166107926e-07
37216,R3-1,R3,RESIDENTIAL,0.00237360266500058,1.79663599074275e-07
37217,[Q]R3-1,R3,RESIDENTIAL,0.00276373209776085,4.16472935049989e-07
37218,[Q]R3-1,R3,RESIDENTIAL,0.00264320242266559,3.80956059430575e-07
37219,[Q]R3-1,R3,RESIDENTIAL,0.00428196947732183,7.31682089689547e-07
37220,[Q]R3-1,R3,RESIDENTIAL,0.00303142826504392,4.53188149621126e-07
37221,[Q]R3-1,R3,RESIDENTIAL,0.00396205983435445,6.60606695395036e-07
37222,R3-1,R3,RESIDENTIAL,0.00173783374163747,1.96060427414613e-07
37223,[Q]R3-1,R3,RESIDENTIAL,0.00263555529933879,3.78660954650165e-07
37224,[Q]R3-1,R3,RESIDENTIAL,0.00341467565158245,4.92311713169591e-07
37225,[Q]R3-1,R3,RESIDENTIAL,0.0036763359426926,5.53711243418208e-07
37226,[Q]R3-1,R3,RESIDENTIAL,0.00234943467448069,3.12090158582155e-07
37227,[Q]R3-1,R3,RESIDENTIAL,0.00427817561359438,7.34897593223796e-07
37228,[Q]R3-1,R3,RESIDENTIAL,0.00413205733917149,6.92781472138582e-07
37229,[Q]R3-1,R3,RESIDENTIAL,0.00525282790174119,1.56339210177965e-06
37230,R3-1-CPIO,R3,RESIDENTIAL,0.00442448234953802,9.55977182763178e-07
37231,R3-1-CPIO,R3,RESIDENTIAL,0.00417300496307191,7.50671551592953e-07
37232,[Q]R3-1,R3,RESIDENTIAL,0.00368256698691214,5.99226058828017e-07
37233,R3-1,R3,RESIDENTIAL,0.00199446840130656,1.46699156603751e-07
37234,[Q]R3-1,R3,RESIDENTIAL,0.00358777706961812,5.70414735053439e-07
37235,[Q]R3-1,R3,RESIDENTIAL,0.00234847019039398,3.17469664834065e-07
37236,[Q]R3-1,R3,RESIDENTIAL,0.00434032383368396,7.27731061860187e-07
37237,[Q]R3-1,R3,RESIDENTIAL,0.00424348139695412,7.22311662604242e-07
37238,[Q]R3-1,R3,RESIDENTIAL,0.00293601356735432,4.39205405951983e-07
37239,R3-1,R3,RESIDENTIAL,0.00419448830305851,6.79103242439966e-07
37240,[Q]R3-1,R3,RESIDENTIAL,0.0036821222670769,6.00248331525134e-07
37241,[Q]R3-1,R3,RESIDENTIAL,0.00505041184972274,1.39288974810903e-06
37242,[Q]R3-1,R3,RESIDENTIAL,0.00440843132292455,7.5949852186996e-07
37243,R3-1,R3,RESIDENTIAL,0.0042122967337026,6.77519778415749e-07
37244,[Q]R3-1,R3,RESIDENTIAL,0.00163025329384805,1.54683775975522e-07
37245,[Q]R3-1,R3,RESIDENTIAL,0.0028273474591208,3.84830266148676e-07
37246,[Q]R3-1,R3,RESIDENTIAL,0.00454785800925374,7.83819548902323e-07
37247,[Q]R3-1,R3,RESIDENTIAL,0.00425421811290232,7.13147518255575e-07
37248,[Q]R3-1,R3,RESIDENTIAL,0.0017589707158584,1.90490804110408e-07
37249,[Q]R3-1,R3,RESIDENTIAL,0.00264131006931074,3.24506437743983e-07
37250,R3-1-CUGU,R3,RESIDENTIAL,0.00299628083916206,3.96830679833947e-07
37251,R3-1,R3,RESIDENTIAL,0.00240818895037303,3.1014286073469e-07
37252,[Q]R3-1,R3,RESIDENTIAL,0.00325400013433656,5.05803216677456e-07
37253,[Q]R3-1,R3,RESIDENTIAL,0.00429543784875356,7.27420420823469e-07
37254,[Q]R3-1,R3,RESIDENTIAL,0.00172362684930848,1.85547575459929e-07
37255,[Q]R3-1,R3,RESIDENTIAL,0.00463188970357072,8.11717578647054e-07
37256,R3-1-CUGU,R3,RESIDENTIAL,0.00347910242557029,6.41523805064426e-07
37257,[Q]R3-1,R3,RESIDENTIAL,0.00274748357336272,3.77258038889955e-07
37258,[Q]R3-1,R3,RESIDENTIAL,0.00146427252908298,1.26992961934299e-07
37259,[Q]R3-1,R3,RESIDENTIAL,0.00431947079177027,7.35265067946806e-07
37260,[Q]R3-1,R3,RESIDENTIAL,0.00486368816394963,8.37352985861753e-07
37261,R3-1-CUGU,R3,RESIDENTIAL,0.00319982746775626,5.1023696845974e-07
37262,[Q]R3-1,R3,RESIDENTIAL,0.00509736748691121,9.17245894491794e-07
37263,R3-1-RIO-CUGU,R3,RESIDENTIAL,0.00589113463907402,1.74219734940366e-06
37264,[Q]R3-1,R3,RESIDENTIAL,0.00274360517613118,3.56525058899518e-07
37265,R3-1-CPIO,R3,RESIDENTIAL,0.00604277835757293,1.19601998847259e-06
37266,[Q]R3-1,R3,RESIDENTIAL,0.00523841822471705,1.54928196865836e-06
37267,[Q]R3-1,R3,RESIDENTIAL,0.00175640924648767,1.82009903222128e-07
37268,R3-1,R3,RESIDENTIAL,0.00372877129041824,5.98587241958198e-07
37269,[Q]R3-1,R3,RESIDENTIAL,0.00407368368867684,6.89440874199633e-07
37270,R3-1-CPIO,R3,RESIDENTIAL,0.00478956410125111,1.43337937064515e-06
37271,R3-1,R3,RESIDENTIAL,0.00372970722306757,5.98973331785537e-07
37272,R3-1,R3,RESIDENTIAL,0.00181465226122519,2.04087814332936e-07
37273,R3-1,R3,RESIDENTIAL,0.00337111640895181,5.55403865383356e-07
37274,R3-1,R3,RESIDENTIAL,0.00419995744776611,1.0658044516603e-06
37275,R3-1,R3,RESIDENTIAL,0.00339656458393802,5.44714971202509e-07
37276,[Q]R3-1,R3,RESIDENTIAL,0.00218580445372272,2.71196732513633e-07
37277,[Q]R3-1,R3,RESIDENTIAL,0.00415500250186487,6.60718582660799e-07
37278,[Q]R3-1,R3,RESIDENTIAL,0.00237526075069782,2.90568891838648e-07
37279,[Q]R3-1,R3,RESIDENTIAL,0.00161304349681785,1.68183504778952e-07
37280,R3-1-CUGU,R3,RESIDENTIAL,0.00261845826194495,3.80892734312524e-07
37281,R3-1-CUGU,R3,RESIDENTIAL,0.00297302839883205,4.31659591203821e-07
37282,R3-1-CUGU,R3,RESIDENTIAL,0.00176239227379501,1.90494723919334e-07
37283,[Q]R3-1,R3,RESIDENTIAL,0.00146349820143544,1.2687910002199e-07
37284,[Q]R3-1,R3,RESIDENTIAL,0.00185224008187605,2.08344979565366e-07
37285,[Q]R3-1,R3,RESIDENTIAL,0.00409683151443171,6.85427492195483e-07
37286,[Q]R3-1,R3,RESIDENTIAL,0.00347485732786945,5.57961035316246e-07
37287,[Q]R3-1,R3,RESIDENTIAL,0.00167118125949547,1.7331806841199e-07
37288,R3-1-RIO-CUGU,R3,RESIDENTIAL,0.00607155445004986,1.87952966005084e-06
37289,[Q]R3-1,R3,RESIDENTIAL,0.00189769408981223,2.11479074740476e-07
37290,R3-1-CUGU,R3,RESIDENTIAL,0.00297090069283952,4.31059129400931e-07
37291,[Q]R3-1,R3,RESIDENTIAL,0.00355584044701579,5.68408654055782e-07
37292,[Q]R3-1,R3,RESIDENTIAL,0.00409006751163409,6.92652133090732e-07
37293,[Q]R3-1,R3,RESIDENTIAL,0.00255529576593906,3.15185820861192e-07
37294,[Q]R3-1,R3,RESIDENTIAL,0.00164806297259041,1.71041253576772e-07
37295,[Q]R3-1,R3,RESIDENTIAL,0.00383170984346832,9.06923824333725e-07
37296,[Q]R3-1,R3,RESIDENTIAL,0.00196547371397998,2.34925937549236e-07
37297,[Q]R3-1,R3,RESIDENTIAL,0.00412611213978514,6.91483564772743e-07
37298,R3-1-CUGU,R3,RESIDENTIAL,0.00335684333020989,5.08111423403609e-07
37299,[Q]R3-1,R3,RESIDENTIAL,0.00357063557397489,5.66724623432517e-07
37300,[Q]R3-1,R3,RESIDENTIAL,0.00233439473159537,3.15896871727811e-07
37301,R3-1-CUGU,R3,RESIDENTIAL,0.000902410826247573,1.73171347728586e-08
37302,R3-1,R3,RESIDENTIAL,0.00730523670965433,1.23793213211238e-06
37303,[Q]R3-1,R3,RESIDENTIAL,0.00196620734749279,2.35127312066428e-07
37304,[Q]R3-1,R3,RESIDENTIAL,0.00329289775752927,4.9233975124438e-07
37305,[Q]R3-1,R3,RESIDENTIAL,0.00349227243599772,5.65126927955714e-07
37306,[Q]R3-1,R3,RESIDENTIAL,0.00298273633404792,5.40003507283633e-07
37307,[Q]R3-1,R3,RESIDENTIAL,0.00184154934993593,2.00711053759536e-07
37308,[Q]R3-1,R3,RESIDENTIAL,0.00255309403417877,3.52588233857645e-07
37309,[Q]R3-1,R3,RESIDENTIAL,0.0038623689821102,6.31207168045535e-07
37310,[Q]R3-1,R3,RESIDENTIAL,0.00234876583642679,3.17535889523382e-07
37311,R3-1-CUGU,R3,RESIDENTIAL,0.0033564418792886,5.07910080213394e-07
37312,[Q]R3-1,R3,RESIDENTIAL,0.00323348533727075,5.08149309379888e-07
37313,R3-1,R3,RESIDENTIAL,0.0108053655001361,2.30500924750974e-06
37314,[Q]R3-1,R3,RESIDENTIAL,0.00382273697549927,6.35030943624196e-07
37315,[Q]R3-1,R3,RESIDENTIAL,0.0070560705393525,1.35248545334785e-06
37316,R3-1,R3,RESIDENTIAL,0.00167760677857817,1.7607385338076e-07
37317,[Q]R3-1,R3,RESIDENTIAL,0.00233587117842535,2.66052215205588e-07
37318,R3-1,R3,RESIDENTIAL,0.00489878350470632,1.2729194502855e-06
37319,[Q]R3-1,R3,RESIDENTIAL,0.00215706382167846,2.76972455687059e-07
37320,[Q]R3-1,R3,RESIDENTIAL,0.00170009569782802,1.77792922362746e-07
37321,R3-1-CUGU,R3,RESIDENTIAL,0.00302828205241684,4.03011779339622e-07
37322,[Q]R3-1,R3,RESIDENTIAL,0.00323507697488779,5.09261100258074e-07
37323,R3-1,R3,RESIDENTIAL,0.00293666219276808,4.34901596782848e-07
37324,R3-1,R3,RESIDENTIAL,0.00713452065643268,2.24244184231021e-06
37325,[Q]R3-1,R3,RESIDENTIAL,0.00383832860881639,6.33839076853443e-07
37326,R3-1-CUGU,R3,RESIDENTIAL,0.00258813881030707,3.53024322952217e-07
37327,R3-1,R3,RESIDENTIAL,0.00473719930746714,9.54641120221659e-07
37328,R3-1-CUGU,R3,RESIDENTIAL,0.00335663510136402,5.08007224119881e-07
37329,[Q]R3-1,R3,RESIDENTIAL,0.00170077595213676,1.77947414477833e-07
37330,R3-1-CUGU,R3,RESIDENTIAL,0.00261268752810873,3.79627460431282e-07
37331,[Q]R3-1,R3,RESIDENTIAL,0.00330067425634811,5.88478811007102e-07
37332,[Q]R3-1,R3,RESIDENTIAL,0.00317033390109112,4.71695502792165e-07
37333,R3-1-CUGU,R3,RESIDENTIAL,0.00296167115452254,4.28023508921501e-07
37334,[Q]R3-1,R3,RESIDENTIAL,0.00250523098953143,3.00981768486251e-07
37335,R3-1,R3,RESIDENTIAL,0.00252759012082281,3.15241219079225e-07
37336,R3-1-RIO-CUGU,R3,RESIDENTIAL,0.00548461437711129,1.03555674093018e-06
37337,[Q]R3-1,R3,RESIDENTIAL,0.00168587517730541,1.75953009788588e-07
37338,[Q]R3-1,R3,RESIDENTIAL,0.00996022065336081,2.68548783395147e-06
37339,R3-1-CUGU,R3,RESIDENTIAL,0.00335658998102576,5.08011445579178e-07
37340,R3-1,R3,RESIDENTIAL,0.0033773228320799,5.36765966034396e-07
37341,R3-1,R3,RESIDENTIAL,0.00378081936840008,8.69958045562195e-07
37342,R3-1,R3,RESIDENTIAL,0.00422075995395696,1.06983079008866e-06
37343,R3-1,R3,RESIDENTIAL,0.0033759295852725,5.35863355259143e-07
37344,R3-1,R3,RESIDENTIAL,0.00337556721693832,5.3563874596816e-07
37345,R3-1,R3,RESIDENTIAL,0.00337596229382686,5.35891488497758e-07
37346,R3-1,R3,RESIDENTIAL,0.0033757108203699,5.35769095227222e-07
37347,R3-1,R3,RESIDENTIAL,0.00422234137638576,1.07079504854236e-06
37348,R3-1,R3,RESIDENTIAL,0.00422323154206242,1.07139622051792e-06
37349,R3-1,R3,RESIDENTIAL,0.00422396998814351,1.07186937601592e-06
37350,R3-1,R3,RESIDENTIAL,0.00422418906016269,1.0719655107137e-06
37351,R3-1,R3,RESIDENTIAL,0.0042227357690861,1.07104955628666e-06
37352,R3-1,R3,RESIDENTIAL,0.00431257228386347,1.12783589474343e-06
37353,R3-1,R3,RESIDENTIAL,0.00394537766398073,6.98099268939736e-07
37354,R3-1,R3,RESIDENTIAL,0.00395910619261182,6.96315938259228e-07
37355,R3-1,R3,RESIDENTIAL,0.00394864072517576,6.98854817571611e-07
37356,R3-1,R3,RESIDENTIAL,0.0036736274561082,6.35308791151539e-07
37357,R3-1,R3,RESIDENTIAL,0.0034316105381787,5.92159654064546e-07
37358,R3-1-CUGU,R3,RESIDENTIAL,0.00299526498495093,4.35844885525936e-07
37359,[Q]R3-1,R3,RESIDENTIAL,0.00164184968184147,1.65971990365207e-07
37360,R3-1-CUGU,R3,RESIDENTIAL,0.00261592702629445,3.79440942091912e-07
37361,R3-1,R3,RESIDENTIAL,0.00206838851914936,2.61271205236119e-07
37362,[Q]R3-1,R3,RESIDENTIAL,0.00382319959056581,6.35519291454199e-07
37363,R3-1,R3,RESIDENTIAL,0.00181218599398162,1.99564890043861e-07
37364,R3-1-CUGU,R3,RESIDENTIAL,0.00335497947588015,5.07089751182215e-07
37365,[Q]R3-1,R3,RESIDENTIAL,0.0045923825612731,8.1276972451853e-07
37366,[Q]R3-1,R3,RESIDENTIAL,0.00397957003168153,7.92894585289858e-07
37367,[Q]R3-1,R3,RESIDENTIAL,0.00735244674508613,2.11357965126603e-06
37368,[Q]R3-1,R3,RESIDENTIAL,0.0127413994475131,2.79273635994428e-06
37369,[Q]R3-1,R3,RESIDENTIAL,0.0044599389864517,6.96388113299861e-07
37370,R3-1-CUGU,R3,RESIDENTIAL,0.00335551656650971,5.07506161843855e-07
37371,[Q]R3-1,R3,RESIDENTIAL,0.00453814554917188,8.09876252912535e-07
37372,R3-1-CUGU,R3,RESIDENTIAL,0.00420198104202408,7.30796457643326e-07
37373,[Q]R3-1,R3,RESIDENTIAL,0.00354249904795915,5.69782452755303e-07
37374,[Q]R3-1,R3,RESIDENTIAL,0.00327181886791733,6.52471288963259e-07
37375,R3-1-CUGU,R3,RESIDENTIAL,0.00261703863594807,3.80180921960253e-07
37376,R3-1,R3,RESIDENTIAL,0.000716020596413319,2.72444934057683e-08
37377,R3-1,R3,RESIDENTIAL,0.00525342596560019,1.49195143799373e-06
37378,R3-1-CUGU,R3,RESIDENTIAL,0.00410681587071445,6.52383874388848e-07
37379,[Q]R3-1,R3,RESIDENTIAL,0.00453787355843865,8.08920552371896e-07
37380,[Q]R3-1,R3,RESIDENTIAL,0.0045690406168402,8.08145170058712e-07
37381,[Q]R3-1,R3,RESIDENTIAL,0.00501737830684559,8.87851453046109e-07
37382,R3-1-CUGU,R3,RESIDENTIAL,0.00335625427347886,5.07997519386852e-07
37383,R3-1,R3,RESIDENTIAL,0.0034201317083642,5.13428316020627e-07
37384,[Q]R3-1,R3,RESIDENTIAL,0.00459183065423925,8.1285860684119e-07
37385,R3-1,R3,RESIDENTIAL,0.00218637650475658,2.79107976456705e-07
37386,[Q]R3-1,R3,RESIDENTIAL,0.00248718448931734,3.49599486223773e-07
37387,R3-1,R3,RESIDENTIAL,0.00531275653467984,1.43619805425317e-06
37388,R3-1,R3,RESIDENTIAL,0.00153107929601276,1.35991595059303e-07
37389,[Q]R3-1,R3,RESIDENTIAL,0.00444011023304043,7.84038093526007e-07
37390,R3-1,R3,RESIDENTIAL,0.00389285593027871,6.85963450449772e-07
37391,R3-1,R3,RESIDENTIAL,0.0038929051369691,6.85990131388023e-07
37392,R3-1,R3,RESIDENTIAL,0.00389301986307597,6.86003063593929e-07
37393,R3-1,R3,RESIDENTIAL,0.00392605253589606,7.10515226020653e-07
37394,R3-1-CUGU,R3,RESIDENTIAL,0.00335667075746492,5.08241692624038e-07
37395,R3-1-RIO-CUGU,R3,RESIDENTIAL,0.00453933092409004,6.87829802520891e-07
37396,R3-1,R3,RESIDENTIAL,0.00211475710399851,2.65071635085075e-07
37397,R3-1,R3,RESIDENTIAL,0.00417932879868169,7.32653416634561e-07
37398,R3-1,R3,RESIDENTIAL,0.00502839385738427,1.42537579274959e-06
37399,R3-1,R3,RESIDENTIAL,0.004994146456999,1.39089297404005e-06
37400,R3-1,R3,RESIDENTIAL,0.00498301077330474,1.39354003061735e-06
37401,R3-1,R3,RESIDENTIAL,0.00498176726007011,1.39261549995758e-06
37402,R3-1,R3,RESIDENTIAL,0.00413488501065993,6.9678482629436e-07
37403,R3-1,R3,RESIDENTIAL,0.00413408625337915,6.96097800551158e-07
37404,R3-1,R3,RESIDENTIAL,0.00498183398202685,1.39280520381551e-06
37405,R3-1,R3,RESIDENTIAL,0.00498194392053551,1.39298042905447e-06
37406,R3-1,R3,RESIDENTIAL,0.00413441809049895,6.96701951470158e-07
37407,R3-1-CUGU,R3,RESIDENTIAL,0.00329933389886106,6.27456742884274e-07
37408,R3-1-CUGU,R3,RESIDENTIAL,0.00262203842566466,3.82136783882076e-07
37409,[Q]R3-1,R3,RESIDENTIAL,0.00239626067083904,3.09697486450545e-07
37410,[Q]R3-1,R3,RESIDENTIAL,0.00552308662935117,1.7136985308737e-06
37411,[Q]R3-1,R3,RESIDENTIAL,0.00553817131619278,1.71374572771656e-06
37412,R3-1-CUGU,R3,RESIDENTIAL,0.00335646955967631,5.08108398328857e-07
37413,R3-1-CUGU,R3,RESIDENTIAL,0.00304205217859194,5.70024010660072e-07
37414,[Q]R3-1,R3,RESIDENTIAL,0.00457899659521035,8.12692188727221e-07
37415,R3-1-CUGU,R3,RESIDENTIAL,0.00335528529403306,5.07356866130108e-07
37416,[Q]R3-1,R3,RESIDENTIAL,0.0045928023616442,8.11893670307796e-07
37417,R3-1,R3,RESIDENTIAL,0.00239125478322054,3.41971639058394e-07
37418,[Q]R3-1,R3,RESIDENTIAL,0.00552346857531363,1.71388816907276e-06
37419,R3-1-CUGU,R3,RESIDENTIAL,0.00262443482435283,3.83493354130121e-07
37420,R3-1,R3,RESIDENTIAL,0.00239175875157509,3.42119150937602e-07
37421,[Q]R3-1,R3,RESIDENTIAL,0.00454038170469449,8.08751156465899e-07
37422,[Q]R3-1,R3,RESIDENTIAL,0.0045942063616905,8.12044589311939e-07
37423,R3-1-CUGU,R3,RESIDENTIAL,0.00687644754932041,2.01209229228156e-06
37424,[Q]R3-1,R3,RESIDENTIAL,0.00297785983036973,4.53405546498039e-07
37425,R3-1-CUGU,R3,RESIDENTIAL,0.00335671879981416,5.08241205394255e-07
37426,R3-1,R3,RESIDENTIAL,0.00418839135903279,6.55634680859955e-07
37427,R3-1,R3,RESIDENTIAL,0.00268502336267948,4.06861764762296e-07
37428,R3-1,R3,RESIDENTIAL,0.00343761871332552,7.05125511396573e-07
37429,[Q]R3-1,R3,RESIDENTIAL,0.0045537062907469,8.1016521524925e-07
37430,[Q]R3-1,R3,RESIDENTIAL,0.00287713687768585,3.88091122139155e-07
37431,R3-1-CUGU,R3,RESIDENTIAL,0.00344725490907566,4.74983811878033e-07
37432,R3-1-HPOZ,R3,RESIDENTIAL,0.00145099452862301,1.243639076062e-07
37433,R3-1,R3,RESIDENTIAL,0.00322570857605392,4.49822074541548e-07
37434,R3-1,R3,RESIDENTIAL,0.00297510141901862,4.76799998832589e-07
37435,R3-1-CUGU,R3,RESIDENTIAL,0.00347671871195032,5.82876651611068e-07
37436,R3-1-CUGU,R3,RESIDENTIAL,0.00518650892509734,1.02401392404608e-06
37437,R3-1,R3,RESIDENTIAL,0.00288292328175733,4.7509571708799e-07
37438,[Q]R3-1,R3,RESIDENTIAL,0.00456219744155862,8.14875525885069e-07
37439,R3-1,R3,RESIDENTIAL,0.00348561729959147,4.75995971580633e-07
37440,R3-1,R3,RESIDENTIAL,0.00300578239492693,4.9211465435412e-07
37441,[Q]R3-1,R3,RESIDENTIAL,0.00455636375859011,8.13221818602572e-07
37442,[Q]R3-1,R3,RESIDENTIAL,0.0113278055760181,2.87980084765859e-06
37443,[Q]R3-1,R3,RESIDENTIAL,0.00341551555819553,4.43859407655691e-07
37444,[Q]R3-1,R3,RESIDENTIAL,0.00460826861182842,8.12640523064037e-07
37445,R3-1,R3,RESIDENTIAL,0.00244773262080475,3.29655830008461e-07
37446,[Q]R3-1,R3,RESIDENTIAL,0.00457835614038357,8.14348490410629e-07
37447,R3-1-RIO-CUGU,R3,RESIDENTIAL,0.00128254695115935,6.79156946012664e-08
37448,R3-1,R3,RESIDENTIAL,0.00297376450606484,4.71000430791026e-07
37449,[Q]R3-1,R3,RESIDENTIAL,0.00457779589239753,8.13065595725603e-07
37450,R3-1,R3,RESIDENTIAL,0.00151230058270603,1.41737588102086e-07
37451,[Q]R3-1,R3,RESIDENTIAL,0.00349098254226193,4.3665040203823e-07
37452,R3-1,R3,RESIDENTIAL,0.00297399755838498,4.76251248184038e-07
37453,[Q]R3-1,R3,RESIDENTIAL,0.00275105212322392,4.07146638348433e-07
37454,[Q]R3-1,R3,RESIDENTIAL,0.00459309969636602,8.12023606133113e-07
37455,R3-1,R3,RESIDENTIAL,0.0039321865752127,6.16323106544967e-07
37456,[Q]R3-1,R3,RESIDENTIAL,0.00456927269019033,7.90198194419309e-07
37457,R3-1,R3,RESIDENTIAL,0.0029742355590101,4.76406764186521e-07
37458,R3-1-RIO-CUGU,R3,RESIDENTIAL,0.00325865793898887,6.29873704866072e-07
37459,[Q]R3-1,R3,RESIDENTIAL,0.00244283221522199,3.0271471409877e-07
37460,R3-1,R3,RESIDENTIAL,0.00297499016976332,4.76362282178937e-07
37461,R3-1-CUGU,R3,RESIDENTIAL,0.00388522076371784,5.12350111243866e-07
37462,R3-1,R3,RESIDENTIAL,0.00439259190218263,1.12486259978312e-06
37463,R3-1,R3,RESIDENTIAL,0.00444129489116097,1.13184792101549e-06
37464,R3-1,R3,RESIDENTIAL,0.0042135079841096,1.03574165938418e-06
37465,R3-1-HPOZ,R3,RESIDENTIAL,0.0036638835318091,6.59317567262042e-07
37466,R3-1,R3,RESIDENTIAL,0.00384436592967707,6.40910690308919e-07
37467,R3-1,R3,RESIDENTIAL,0.00331536431561222,5.13781284504896e-07
37468,R3-1,R3,RESIDENTIAL,0.00415606446549726,1.02712561703152e-06
37469,R3-1,R3,RESIDENTIAL,0.00411834983200555,1.02483867444589e-06
37470,R3-1,R3,RESIDENTIAL,0.00416823042029087,1.01569305960768e-06
37471,R3-1-HPOZ,R3,RESIDENTIAL,0.00348744070384841,6.18186466481478e-07
37472,R3-1,R3,RESIDENTIAL,0.00230528060810384,3.11738659012236e-07
37473,R3-1,R3,RESIDENTIAL,0.00500899232410434,8.17018645837778e-07
